Caption,Date,FileURL,Filename,InstaURL,Title,Latitude,Longitude,Address,Notes
"Canton Center School, Canton. Built in 1849. It’s now a private home but because they have a sign outside commemorating its history, I’m thinking they’re not too mad when people stop to take pictures. #cantonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse",8/9/18 23:34,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/37831139_962016797337304_6965212970037018624_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=104&oh=7b4076be4b43137e04689b6e07010665&oe=5E8D08D1,37831139_962016797337304_6965212970037018624_n.jpg,instagram.com/p/BmRtjxXhgz0,"Canton Center School, Canton",41.8668825,-72.9113355,"135 West Road, Canton CT",See https://historicbuildingsct.com/canton-center-schoolhouse-1849/
"South Britain Academy, Southbury. Built in 1835. Later converted into a private home, this building housed the Academy until it closed in around 1860. #southbury #southburyct #southbritain #southbritainct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",6/4/18 10:32,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/32897041_248521169216307_4528484109537771520_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=103&oh=b1399e7fc66df741550a4745fe301f74&oe=5E716F5B,32897041_248521169216307_4528484109537771520_n.jpg,instagram.com/p/BjmXnFDBV7W,"South Britain Academy, Southbury",41.4716182,-73.2517311,"698 South Britain Road, Southbury CT",https://www.southbury-ct.org/filestorage/20556/20610/20642/South_Britain_Brochure.pdf
"North West Center School, Guilford. Built in 1848. This schoolhouse is now a private home and it’s right across the street from Guilford’s octagon house. I posted a picture of that house last spring; when I took it I must have been standing right in front of this house, without even realizing it was an old schoolhouse. 🤦🏼‍♀️ #guilford #guilfordct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",5/7/18 17:21,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/31384575_438368596628177_2459711672881774592_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=105&oh=6bb67ae36036e40ab8aaa8821e3de6ba&oe=5E6EC663,31384575_438368596628177_2459711672881774592_n.jpg,instagram.com/p/BifAHevhb1s,"North West Center School, Guilford",41.2871426,-72.685087,"89 Fair Street, Guilford CT",Address found via Google Maps street view; across from Leete-Griswold octagon house
"Conference House, Glastonbury. Built in 1830. It was originally used for church meetings and events, but soon became a private school. @ctbuildings notes that in 1911, it housed Glastonbury’s first telephone switchboard. It’s now a private home. 
#glastonburyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse #yellowhouse #oldhouselove #historichouse #cutehouse",4/30/18 11:04,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/30601733_212970836156750_4215269333099610112_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=102&oh=0219b7a6b0a6c77ebc4f07eac63e791d&oe=5E7AC50B,30601733_212970836156750_4215269333099610112_n.jpg,instagram.com/p/BiMTfrLBBtx,"Conference House, Glastonbury",41.7023963,-72.6077133,"2000 Main Street, Glastonbury CT",See http://historicbuildingsct.com/conference-house-1830/
"District School No. 3, aka the Green School, Glastonbury. Built in 1820. A schoolhouse duplex! Originally a one-room school, it became a private home in the 1930s. And it’s currently for sale. https://www.zillow.com/homedetails/52-54-Hubbard-St-52-Glastonbury-CT-06033/2090233746_zpid/

#glastonburyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",4/23/18 10:15,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/30601683_2132230757010973_4933340233803497472_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=101&oh=bb7fac3e65a108b165ac085497e54764&oe=5E8B738E,30601683_2132230757010973_4933340233803497472_n.jpg,instagram.com/p/Bh6MUIaB8hI,"District School No. 3, aka the Green School, Glastonbury",41.7004293,-72.6053866,"52 Hubbard Street, Glastonbury CT",Was for sale Nov. 2019
"Melrose School, East Windsor. Built in 1850. (The entryway with columns was added later.) Like a number of schoolhouses, it was also used as a library for a while. #eastwindsor #eastwindsorct #melrosect #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",3/21/18 12:10,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/28754601_1842358436062990_8592643148700712960_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=110&oh=f74150236ff4426d2388e4d504b09f24&oe=5E876F1E,28754601_1842358436062990_8592643148700712960_n.jpg,instagram.com/p/BglbQbaFSLn,"Melrose School, East Windsor",41.9378113,-72.5255434,"195 Melrose Road, East Windsor CT",https://historicbuildingsct.com/melrose-school-1850/
"“First Schoolhouse,” Middlefield. Built c. 1800. The plaque on the front dates the schoolhouse from 1800, but real estate listings state that the building, now a single-family house, was built in 1830. #middlefield #middlefieldct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",3/5/18 13:51,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/28158783_214165839136965_390267507635650560_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=109&oh=60d19f2d5decab7e0adcf5a9689a7928&oe=5E66C6EA,28158783_214165839136965_390267507635650560_n.jpg,instagram.com/p/Bf8aCYEhkhU,"""First Schoolhouse,"" Middlefield",41.5091002,-72.716805,"23 Baileyville Road, Middlefield CT",
"South College (aka the Lyceum) Middletown. Built in 1825. Originally built for Captain Partridge's American Literary, Scientific and Military Academy, it is now part of the campus of Wesleyan University. #middletown #middletownct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse  #schoolhouse",2/26/18 17:00,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/28151178_2041850362762751_8316782828117295104_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=111&oh=ec170ada5088e8fc67d55ce3529f68d4&oe=5E839BD8,28151178_2041850362762751_8316782828117295104_n.jpg,instagram.com/p/BfquIa8BglX,South College (aka the Lyceum) Middletown,41.5559933,-72.6560695,"229 High Street, Middletown CT",Part of Wesleyan campus
"Mary I. Johnson school (aka Bradleyville School), Middlebury. Built c. 1920. Originally a two-room schoolhouse, it was later expanded and now serves as the central office of the regional school district. #middlebury #middleburyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",1/23/18 12:53,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/26367711_147823529253922_1521488165993447424_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=110&oh=2c687bf83df3ee1fca151370f7b55834&oe=5E6F2B80,26367711_147823529253922_1521488165993447424_n.jpg,instagram.com/p/BeSuzdQhBFR,"Mary I. Johnson school (aka Bradleyville School), Middlebury",41.5270516,-73.0911446,"Whittemore Road and Shadduck Road, Middlebury CT","Region 15's Central Office is located in the historic Mary I. Johnson School on Whittemore Road in Middlebury, CT."
"Here are my #2017bestnine schoolhouse pics - quite the weird mix, I think! I’m almost at the end of my known schoolhouse list now. Do you know of any that I haven’t found? If so, please leave a comment and let me know! #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",12/17/17 17:30,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/25038041_1194307527367891_5290548428974063616_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=107&oh=a0b1cdb32f032f1a31d365edf10514a2&oe=5E8B8161,25038041_1194307527367891_5290548428974063616_n.jpg,instagram.com/p/Bcz9GvsDrgx,,,,,compilation
"Select School, Bethlehem. Built in 1839. Now an American Legion hall, it was originally home to the town offices and, on the upstairs level, a sort of prep school for the town’s best students. #bethlehem #bethlehemct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse  #schoolhouse",12/4/17 21:59,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/24331797_187592761795307_4922273138168823808_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=111&oh=d2d6271bceecfbb55d2b44a488960c55&oe=5E691AA7,24331797_187592761795307_4922273138168823808_n.jpg,instagram.com/p/BcS9l2lD566,"Select School, Bethlehem",41.6379115,-73.2082129,"21 Main Street South, Bethlehem CT",
The interior of Bethany’s Center School (see previous post.) #bethany #bethanyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse,11/27/17 12:21,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/24125350_148599989096831_420205027416604672_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=111&oh=a1eca06295216c04548e5b016002930e&oe=5E717C46,24125350_148599989096831_420205027416604672_n.jpg,instagram.com/p/Bb_54AWDtr9,,41.4247035,-73.0001553,"44 Peck Road, Bethany CT",moved from original location on Amity Road
"Center School, Bethany. Built in 1834. #bethany #bethanyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",11/27/17 12:19,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/23967461_1950839618515291_6636689328133111808_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=107&oh=320bcc2d0ab3e41b6c5dd402dddcb99f&oe=5E89AC68,23967461_1950839618515291_6636689328133111808_n.jpg,instagram.com/p/Bb_5n73jAN_,"Center School, Bethany",41.4247035,-73.0001553,"44 Peck Road, Bethany CT",moved from original location on Amity Road
"Bakerville School, New Hartford. Built in 1824. It’s now a library. #newhartford #newhartfordct #bakervillect
#ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",11/13/17 16:47,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/23594864_898640460298330_5676163971632070656_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=110&oh=6d19f07d8f6bf56d2a9ee74a76efbe93&oe=5E76DAEB,23594864_898640460298330_5676163971632070656_n.jpg,instagram.com/p/BbcVHTHDkyl,"Bakerville School, New Hartford",41.8315737,-73.0300762,"6 Maple Hollow Road, New Hartford CT",Bakersville Public Library
"Essex Art Association, Essex. This building served as a schoolhouse in the late 19th and early 20th centuries. Originally a Baptist meeting hall, it was purchased by the town after the Point School on Main Street was blown up (!) in 1845. Students from the former Point School and the Pound Hill School attended this newer district school until 1910. The Pound Hill School building is still extant and later became an office, according to this account. http://www.ctgenweb.org/county/comiddlesex/Essex/MALCARNE/DONMSCHOOLS.HTML

#essex #essexct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",11/6/17 10:59,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/23161685_1796387720395001_7345012096184090624_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=105&oh=2a68b6fa5235f21981b0d846951000aa&oe=5E7241C7,23161685_1796387720395001_7345012096184090624_n.jpg,instagram.com/p/BbJrwDSDtRF,"Essex Art Association, Essex",41.3539058,-72.3910621,"10 North Main Street, Essex CT",Essex Art Association
"East Hill School,  Canton. Built in 1832. #canton #cantonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",10/30/17 10:20,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/22858214_1956286487978477_5389367689355460608_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=105&oh=89d47549956325ad489ad8296997a07f&oe=5E7D3A75,22858214_1956286487978477_5389367689355460608_n.jpg,instagram.com/p/Ba3lyRRDlZT,"East Hill School,  Canton",41.8481534,-72.8998187,"216 East Hill Road, Canton CT",confirmed
"Little Red Schoolhouse, Norfolk. (Originally called North Middle School.) The plaque reads: “Stakes Set 1827. Closed 1922. Restored 1961.” The Norfolk Historical Society notes that one-room schools were heated with a wood stove; this is obvious but perhaps takes on a special meaning in the town known as the “icebox of Connecticut.” #norfolk #norfolkct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse  #ig_ct #scenesofnewengland #scenesofct #ig_connecticut #connecticutgram",10/16/17 10:58,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/22636967_152241078711934_459020802944139264_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=110&oh=e5de2dfe6f5f6c97b6f864dcd1586ace&oe=5E882DD8,22636967_152241078711934_459020802944139264_n.jpg,instagram.com/p/BaTm8R7Fh9k,"Little Red Schoolhouse, Norfolk",42.0143335,-73.2053193,"Ashpohtag Road, Norfolk CT",North Middle School; approximate location
"Shailerville Schoolhouse, Haddam. Built c. 1800. It has been (adorably) restored and is currently a private residence. Pics of the interior can be found here:
https://www.williampitt.com/search/real-estate-sales/28-old-turnpike-haddam-ct-06438-n10114286-1409912/
#haddam #haddamct #shailerville #shailervillect #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",10/2/17 11:05,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/22158925_809815035845975_7380841018310000640_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=111&oh=49e1cc91eadb3abeb2c41484a6466fb1&oe=5E670361,22158925_809815035845975_7380841018310000640_n.jpg,instagram.com/p/BZvkrDDlGvt,"Shailerville Schoolhouse, Haddam",41.4679989,-72.4885684,"28 Old Turnpike Road, Haddam CT",private home
"Norfolk Academy, Norfolk. Built in 1840. It now houses the Norfolk Historical Society. #norfolk #norfolkct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",9/11/17 18:01,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/21568858_1995969657313392_5977101373601218560_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=100&oh=57ac7dc6ae1579d51157d82d90de08fa&oe=5E80CAB5,21568858_1995969657313392_5977101373601218560_n.jpg,instagram.com/p/BY6PisXDWhC,"Norfolk Academy, Norfolk",41.9882769,-73.198937,"13 Village Green, Norfolk CT",now houses Norfolk Historical Society
